Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par intercommunalité; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale 2021;Part des prestations sociales dans le rev. disp. 2021;Part des pers. âgées de 75 ans ou + 2020;Médiane du niveau de vie 2021;Part des revenus d'activité dans le rev. disp. 2021;Part des pensions, retraites et rentes dans le rev. disp. 2021;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2020;Part des pers., dont le diplôme le plus élevé est le bac, dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+2 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+3  ou BAC+4 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2020;Part des revenus du patrimoine et autres dans le rev. disp. 2021
200067668;CC de la Cléry, du Betz et de l'Ouanne;19986;4.9;12;22100;65;36.9;26.1;16.1;9;5.2;3.6;7.2
200067676;CC Canaux et Forêts en Gâtinais;27294;4.9;12.5;22340;66.1;35.1;27.6;15.5;9.5;5.3;3.8;7.7
200067684;CA Épernay, Coteaux et Plaine de Champagne;46920;4.6;10.9;23370;72.2;28.2;25.7;16.4;10.6;6.5;5.9;12.8
200067692;CC Tannay-Brinon-Corbigny;9468;4.9;17.3;20980;49.4;48.6;27;16.6;8;5.7;5;10.1
200067700;CC Sud Nivernais;20068;6.6;15.1;20930;58.2;41.7;28.8;16.5;7.8;4.5;2.8;5.9
200067742;CC Serre-Ponçon;16852;4.5;12.5;22140;59.2;38.5;17.5;19.6;13.1;10.7;8.1;12.2
200067759;CC Vallées et Plateau d'Ardenne;24205;6.6;8.7;21120;67.9;30.9;29.4;16;9;5.7;2.8;7.5
200067767;CC du Royans-Vercors;9616;4.9;11.6;21920;65.6;33.1;25;16.8;10.7;8.2;6.3;9.7
200067783;CC de Hanau-La Petite Pierre;26286;3.5;10.3;23950;72.8;30.9;22;16.9;11.1;6.8;4.8;7.1
200067791;CA Pays Foix-Varilhes;32187;6.3;11.2;22190;65;34.8;16.6;20.1;12.1;10.4;7.7;8.1
200067817;CC Saône-Beaujolais;45074;4.4;8.6;23420;75.5;25.1;21.7;18.6;11.4;7.7;5.8;10.1
200067825;CA Gap-Tallard-Durance;50561;5.9;11.9;22480;64.6;35.3;16.4;19.5;12.7;10.9;8.7;9.2
200067841;CC de l'Alsace Bossue;24157;4.3;10.4;22710;70.7;31.1;26.8;16.7;9.4;5.5;3.3;7.4
200067866;CC Sèvre et Loire;49510;3.9;6.4;24270;81.9;20.7;16.7;19.1;14.8;9.4;6.8;8.1
200067874;CA de Haguenau;98638;4.2;9;24440;76.1;27.6;21;17.1;12.1;7.6;6.3;8
200067882;CC Bazois Loire Morvan;15138;5.4;18.4;20190;48.2;48.6;28.4;17.1;7.1;5.1;4.3;10
200067890;CC Morvan Sommets et Grands Lacs;12130;5;17.9;20840;50.2;48.9;26.6;17.4;7.5;6.6;5.1;8.7
200067908;CC Amognes Cœur du Nivernais;8526;5.3;11.8;21760;62.2;37.4;20.2;18.9;9.7;6.9;4.7;8.3
200067916;CC Cœur de Loire;24804;5.6;15.3;21620;58;42.5;28.2;16.4;8.5;5.5;4.2;7.8
200067924;CC du Canton d'Erstein;48676;3.4;8.4;25250;77.4;26.9;18.7;17;12.8;7.8;6.7;8.2
200067932;CA Golfe du Morbihan - Vannes Agglomération;175163;4;11.2;24750;64.6;37.5;14.1;19.4;13.5;11.6;10.6;10.8
200067940;CC Couserans-Pyrénées;29978;7.6;14.4;20120;55.2;41.1;19;20;10.6;9.4;6.7;8.6
200067957;CC Haut Chemin-Pays de Pange;19239;2.5;6.7;27100;74.2;26.2;13;18;15.5;12.2;10;13
200067965;CA de la Région de Compiègne et de la Basse Automne;83014;5.6;8.3;23240;76.3;26.7;21.8;16.5;11.2;9.6;13.1;9.1
200067973;CC Thelloise;61447;4.2;6.2;25000;81.3;25;20.3;19.4;12.1;8.1;5.7;5.5
200067981;CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat;73567;5.6;13.4;21770;59.2;40.5;20.6;19.1;10.6;8.2;5.2;8.3
200067999;CA du Beauvaisis;103890;7.3;7.7;22040;71.4;29;26.1;15.9;10.3;7.9;7.2;7.2
200068005;CC de l'Oise Picarde;20934;6.3;7.5;22070;74.5;25.9;26.7;15.9;9.8;6.2;4.1;6.8
200068047;CA Creil Sud Oise;88682;13.3;5.2;17560;71.3;23.8;34.7;16.6;9.3;6.9;5;3.5
200068070;CC Loue-Lison;25338;4;10.7;23730;72.6;30.3;18.4;18.2;12.8;9;6.3;7.6
200068088;CC Les Bertranges;19700;5.4;14;22220;61.3;40.4;24.4;17.1;9.3;6.3;4.6;6.5
200068096;CC Champsaur-Valgaudemar;11409;4.2;12.2;21670;61.1;38.3;15.9;19.8;13;9.7;7.2;10.2
200068104;CA de la Provence Verte;101989;4.8;9.7;23400;69.8;31.7;18.7;19.7;11.9;9.2;7.8;9.2
200068112;CC du Pays de Saverne;35780;3.9;10.2;24340;74.3;30.3;18.9;17.5;12.4;8.5;7.7;7.1
200068120;CA Quimper Bretagne Occidentale;101591;5.5;9.6;23050;69.4;32.4;15;19.2;14.4;11.2;8.9;7.5
200068146;CC Sarrebourg Moselle Sud;45308;5;10.3;22450;69.5;31.9;24;17.2;10.2;6.7;4.4;7.9
200068229;CC des Baronnies en Drôme Provençale;20852;5.5;15.7;20720;51.6;43.7;22.1;19.3;10.6;8.9;7.9;13.4
200068278;CC Berry Loire Puisaye;17657;5.7;13.3;21750;63.1;38.1;29.1;14.9;8.6;4.5;4;6.9
200068294;CC des Deux Vallées Vertes;15654;5.1;11.1;22010;69.5;32.4;24.9;16.6;10.3;6.4;3.9;5.9
200068369;CC de Mirecourt Dompaire;18560;5.4;10;22270;69.4;31.1;23.4;16.5;11.2;7.1;4.9;8
200068377;CC de la Porte des Vosges Méridionales;29080;5.5;12.5;21760;64;34.2;27.3;16.5;10.4;6.8;4.7;10.7
200068435;CC Cœur du Perche;11113;4.4;11;22090;63.7;37.2;26.2;16.3;8.7;6.1;5.2;8.8
200068443;CC Andaine - Passais;12950;4.3;17.9;21250;56;40.1;32.1;15.8;7.8;5;3.7;13.7
200068450;CC Argentan Intercom;33237;6.2;12.2;21370;62.8;36.9;28.8;15.9;8.2;5.7;4.2;7.1
200068468;CC des Pays de L'Aigle;25189;6.4;12.1;21290;63.9;35.4;28.1;15.1;8.8;5.3;4.4;8.1
200068484;CC des Causses à l'Aubrac;14557;4.8;15.1;21310;58.8;38.1;24.8;17.8;10.3;6.7;3.9;11.2
200068500;CA de Cambrai;80510;7.3;9.5;21260;70.3;29.7;24.4;17.7;11.1;7.8;5.2;7.1
200068534;CC Terroir de Caux;37843;4.6;8.2;22730;75.1;27.6;25.3;17.8;10.6;6.1;4.6;6.8
200068542;CC Les Balcons du Dauphiné;78100;3.7;7.3;24770;78.9;25;18.5;18.7;13;8.3;7.1;8
200068559;CC de l'Ouest Vosgien;23136;5.8;12.1;21370;66.6;34.4;29.2;16.4;9.1;5.7;3.6;6.8
200068567;CC Les Vals du Dauphiné;64006;4.5;8.1;23440;75.4;27.3;21.1;18.2;11.8;7.9;6.4;7.4
200068625;CC Alpes-Provence-Verdon - Sources de Lumière;11388;5.1;13.3;20460;57;40.7;20.3;19.5;9.3;7.8;6;10.7
200068641;CA Le Muretain Agglo;126409;5.2;7.9;24360;79;24.8;16.6;18.7;14.3;10;11.4;7
200068658;CA de Chaumont;43994;5.8;11.1;22180;66.8;34.5;23.8;18.4;10.5;7.4;5.1;7.3
200068666;CA de Saint-Dizier Der et Blaise;56086;7.7;10.9;20520;63.3;35.7;29.7;16.9;8.6;5.2;3.6;6.1
200068674;CA Grand Lac;78824;2.9;10.2;25950;71.8;29;15.5;17.6;13.5;11.6;11.9;14.1
200068682;CC Terre d'Eau;17228;4.7;11.3;22910;67.4;35.2;25.5;16.7;9.4;6.1;4;7.5
200068757;CA d'Épinal;110394;6.4;10;21860;69.3;31.6;22.6;17.5;11.4;8.1;6.1;7.5
200068765;CC du Sisteronais-Buëch;25315;6.1;13.8;21050;57.5;40.6;21.1;19.2;10.2;7.9;6;9.2
200068773;CC des Vosges côté Sud Ouest;11661;5.7;13.7;20910;60.8;38.4;32.3;15.6;8.1;4.2;2.6;7.4
200068781;CA Valence Romans Agglo;223777;5.9;10.2;22560;70.9;29.2;21;17.5;12.5;9.7;9.2;9.4
200068799;CC Intercom de la Vire au Noireau;46235;6;12.6;21160;66.4;32.9;30.5;15.9;8.5;5.3;3.7;7.3
200068807;CC du Bassin Auterivain Haut-Garonnais;33689;4.8;8.1;23780;78.1;23.7;18;18.5;13.2;9.7;9.1;8.4
200068815;CC Cœur de Garonne;35015;5.5;9.7;22920;74.5;27.2;20;18.9;12.4;8.2;6.4;7.1
200068831;CC Pays Ségali Communauté;18180;4.2;13.7;22520;67.1;31.2;19.9;19.8;12.8;8.4;5.2;10.6
200068856;CC des Hauts du Perche;7954;5.1;14.5;21140;60.1;40.5;28.3;16.6;7.5;5.6;4.7;8
200068864;CC de la Mossig et du Vignoble;24756;2.9;9;25680;77.4;27.9;17.5;17.5;13.2;8.4;7.5;8.2
200068872;CC Éguzon - Argenton - Vallée de la Creuse;19415;6;16.1;20900;58.8;41;27.5;15.7;7.8;6.1;4;7
200068880;CC Champagne Boischauts;9699;4.4;11.6;22000;71;30;25;18;10.1;5.3;3.2;8.4
200068914;CC La Rochefoucauld porte du Périgord;21773;4.9;13.7;21480;64.5;36.4;23.9;18.1;9.7;6.1;4.1;7.1
200068922;CC du Confluent et des Coteaux de Prayssas;17900;6;12.6;20760;67.7;31.7;28.1;16.9;10;7.2;5;8.6
200068930;CC Fumel Vallée du Lot;24608;6.4;16;20040;54.1;42.7;28.2;17.9;8.1;5.9;4;9
200068948;CC Albret Communauté;25858;5.5;15.2;21240;61.4;36.7;26.7;16;9.9;7.1;5.3;10.2
200068955;CC Anjou Loir et Sarthe;28136;4.5;8.9;22410;74.9;27;22.8;18.3;11.4;7.3;5.1;6.8
200068963;CC Maine Cœur de Sarthe;21754;3.8;7.5;24000;76.4;27.2;19;18.2;12.3;8.5;5.6;7.7
200068989;CA Dinan Agglomération;103533;4.6;12.3;22900;65.3;35.9;19;19;11.7;9.2;6.4;8.5
200068997;CA Arlysère;61757;4.2;10.3;23370;71.3;30.5;20.2;17.6;11.3;8.3;6.4;9.2
200069003;CC du Barséquanais en Champagne;18384;4.2;11.2;22820;69.4;28.7;30.3;15.4;8.3;5.3;3.6;17.9
200069029;CA des Deux Baies en Montreuillois;65760;5.1;10.8;22280;61.3;38;23.4;18;11;7.8;6.2;12.3
200069037;CA du Pays de Saint-Omer;104937;7.3;7.7;20840;70.7;28.7;24.3;17.1;11.1;7.2;4.7;6.9
200069052;CA Grand Belfort;100988;6.5;9.2;22390;74.5;28.4;20.6;16.8;11.5;9.2;10.9;6.6
200069060;CC des Vosges du Sud;15067;3.9;10.4;23780;73.3;32.3;20.1;16.7;12.2;8.4;6.6;6
200069086;CC Leff Armor Communauté;31782;4.8;11.4;22390;67.2;34.4;18;20.5;12.3;8.1;4.2;6.7
200069094;CC Isle et Crempse en Périgord;14444;5.6;14.5;21070;57.9;41.4;24.6;17.5;9.7;6.6;5.2;7.8
200069102;CC Randon - Margeride;5234;4.7;11.2;21500;67.3;32.1;23;21;12.6;7.3;4.8;8.5
200069110;CA du Grand Chambéry;139738;4.9;9.9;24260;73.2;29;16;17.7;12.7;12.2;12.8;9.4
200069128;CC Mont Lozère;5727;6;12.4;20650;63.9;34.6;18.3;20.8;12.2;9.7;6.3;8.3
200069136;CC des Cévennes au Mont Lozère;5055;8.3;13.8;17850;50.1;44.7;17.4;20.8;10.7;10.5;9.1;8.6
200069144;CC des Hautes Terres de l'Aubrac;5018;5.2;15.1;20320;61.2;33.6;22.4;21.9;11.2;6;4.7;12.9
200069151;CC Gorges Causses Cévennes;6907;6.3;13.4;20540;61.7;34.7;20.5;20.3;10.5;9.6;7.6;9.9
200069169;CC Dômes Sancy Artense;12586;4.2;11;21820;69.9;30.1;20.8;19.5;10.5;7.2;5.4;9.4
200069177;CC Mond'Arverne Communauté;40804;2.8;8.2;26340;75.9;29.2;13.2;18.4;14.1;11.2;11.4;9.2
200069185;CC des Terres d'Apcher-Margeride-Aubrac;10571;5;13;21740;61.5;35.8;22.7;18.3;11.4;6.8;4.3;11.2
200069193;CC de la Dombes;40011;3.6;9;25000;75.6;25.7;20.3;18.4;12.9;8.1;6.8;10.8
200069227;CC Pays Fort Sancerrois Val de Loire;18133;4.4;14.3;23100;65;36;24.6;17.3;9.7;6.1;4.2;10.5
200069235;CC du Haut Pays du Montreuillois;15703;7.1;9.2;20500;69.7;27;25.4;19;11.2;6.1;3.4;9
200069250;CA Troyes Champagne Métropole;175193;7.5;9.5;21360;69.5;30.4;26;16.3;10.8;8.5;7.4;7.6
200069268;CC Aubrac Lot Causses Tarn;7896;4.9;11;21920;67.4;32.4;19.8;19.8;12.8;9.2;6.8;8.6
200069300;CA Tarbes-Lourdes-Pyrénées;127248;6.8;12.7;21400;63.4;36.3;19;18.7;11;8.5;7;7.3
200069383;CC Ouest Aveyron Communauté;27363;5.6;15.8;21270;58;39.7;23.8;18.7;10.2;8.1;5.6;10.3
200069391;CA Lamballe Terre et Mer;68589;4.1;11.4;23230;68.1;32.9;20.4;19;11.9;7.6;5.3;9.5
200069409;CA Saint-Brieuc Armor Agglomération;153321;5.5;11.2;23010;67.1;34.4;17.6;18.6;12.7;10.1;7.8;7.9
200069417;CC Pays d'Orthe et Arrigans;24183;4.8;11.2;22470;67.9;32.9;18.9;18.9;11.7;7.1;5.3;7.7
200069425;CA Mont-Saint-Michel-Normandie;87417;5.1;14.3;21780;64.8;35.1;28.8;16.4;9.2;6.2;4.1;8.1
200069433;CC de Vezouze en Piémont;11576;6.6;11.9;20690;64.3;35.3;28.9;15.8;7.9;5.2;2.8;6.1
200069441;CC du Pays de Bitche;33343;3.9;10.3;23080;72.9;30.8;25.7;17;9.3;6.7;3.8;6.4
200069458;CC des Vallées d'Auge et du Merlerault;14216;5.8;15.5;20470;59.8;38.8;33.2;14.5;6.7;4.3;3.3;8.6
200069482;CC des Campagnes de l'Artois;33141;4.4;8;23370;75.3;26.7;19.4;19.2;12.6;8;5.5;9.3
200069516;CC Seulles Terre et Mer;17461;3.5;7.3;24350;75.3;28.9;17.7;18.3;13.1;9.3;8.1;8
200069524;CC Pré-Bocage Intercom;24798;4.9;8.7;22270;75.4;25.8;24.2;16.8;11.4;7.3;5.6;7.2
200069532;CA Lisieux Normandie;72812;6.1;11.1;21290;67;33.5;27.8;16;8.7;6.1;4.7;7
200069540;CC Norge et Tille;16416;2.1;7.4;28900;78.7;28.3;11.2;17.4;16;12.4;14;10
200069565;CC des Lacs et Montagnes du Haut-Doubs;16493;1.3;5.8;35540;100.9;13.5;12.7;20.9;14.4;11.5;8.3;5.5
200069581;CC Convergence Garonne;32740;5;8.6;22730;74.9;26.3;20;18.4;11.7;8.2;6.6;8
200069599;CC rurales de l'Entre-Deux-Mers;16580;5.3;10.4;21540;70;28.7;23.1;17.6;9.7;7.4;5.2;9.7
200069615;CC Bresse Haute Seille;19118;3.9;11.2;23410;67.9;33.3;19.2;17.7;11.9;8;5.4;9.2
200069623;CC Champagnole Nozeroy Jura;22840;3.8;12.4;23660;72.4;31.2;21.9;18.1;11.2;7;4.2;7.5
200069631;CC Terres de Chalosse;18200;4.8;11.3;22300;67.3;33.4;21.4;18.9;10.8;6.6;4.2;7.6
200069649;CC Chalosse Tursan;26080;4.7;12.1;22500;64.5;35.3;20.4;19.1;11.7;6.8;4.7;8.7
200069656;CC Cœur Haute Lande;16042;5.1;11.5;21370;64.7;35.9;25.1;17.5;8.8;6.1;4.7;7.5
200069664;CC Meuse Rognon;10531;5.4;13.3;21170;64.4;36.6;31.3;16.4;7.8;3.9;2.7;6.4
200069672;CC du Ternois;37469;7.1;10.5;20630;67.3;30.6;26.6;17.8;8.9;5.9;3.4;8.1
200069698;CC Mâconnais - Tournugeois;15793;4.5;12.2;23130;66.4;35.5;21.1;18.4;10.8;8.3;7;8.2
200069722;CC interrégionale Aumale - Blangy-sur-Bresle;21305;6.1;11;20930;66.4;32.5;34.2;14.4;7.1;3.6;2.1;8.2
200069730;CC des 4 rivières;28850;5.9;12;21200;66.5;33.8;31.5;15.4;7.8;4.8;3.7;7.1
200069748;CC Val de Gâtine;21611;4.8;11.6;22110;74.3;27.3;23.1;18.4;12;6.9;4.3;7.1
200069755;CC Mellois en Poitou;46712;5.2;13.5;21800;67.1;34;25.5;17.7;9.9;6.7;4.5;7
200069763;CC du Haut-Poitou;41814;4.2;8.7;23110;76.6;26.4;19.1;19.1;12.7;8.3;6.5;7.2
200069821;CA Fécamp Caux Littoral Agglomération;38312;6.5;10.6;21790;66.2;34.3;28;15.5;8.8;6.1;4.5;7
200069839;CC de la Côte d'Albâtre;27658;5.3;9;22330;68.4;33.4;25.7;16.5;10.3;5.9;5;7.4
200069847;CC Plateau de Caux;21264;4.8;7.4;23060;76.4;25.6;25.7;17.2;10.8;6.1;4.6;7.3
200069854;CU du Grand Poitiers;197277;6;9.1;22870;71.9;29.9;17.1;18.2;12.4;11.8;12.7;7.9
200069912;CC des Forêts du Perche;7669;4.7;12.2;22150;64.2;37.5;28.8;15.3;8.9;5.1;3.6;7.4
200069953;CC des Portes Euréliennes d'Île-de-France;48515;3.4;7.6;25610;80.6;26;19.5;18.3;13.1;8.1;8;6.5
200069961;CC du Grand Châteaudun;39750;5.5;13.9;21520;60;38.3;28.8;15.6;8.3;5.2;4.1;10
200069995;CC Médoc Cœur de Presqu'île;30687;5.9;10.2;21290;66.9;33.5;28;16.2;7.8;5.1;3.7;7.2
200070035;CC du Civraisien en Poitou;26926;5.5;15;20940;60.8;38.1;25.7;17.8;8.8;6.4;4.3;8
200070043;CC Vienne et Gartempe;38830;4.8;16.5;21080;60;39.8;29.3;17.3;8.3;5.5;3.8;8.3
200070068;CC Communauté Bray-Eawy;24961;5.7;10.6;21820;70.5;29.5;28.9;16.7;9.3;5.4;4;7.7
200070092;CA du Libournais;92605;6.5;9.8;21810;71.1;29.2;23.5;17.1;10.3;7.2;5.7;7.5
200070100;CC du Val de Sully;24156;4.6;10.2;23150;71.8;30.8;25.7;16.7;11.1;6.2;5;7.4
200070118;CC Val de Saône Centre;20967;3.5;8.2;25010;76.9;24.6;18.5;19.3;13.2;8.6;6;10.6
200070126;CC Seine et Aube;10193;4.6;9.6;22380;73;28.3;24.4;17;10;5.9;3.5;8.8
200070142;CC Lyons Andelle;20600;5;8.8;22720;74.3;29.3;27;17.2;9.7;5.6;4.6;5.6
200070159;CC Cœur de Beauce;24298;4.4;9.6;23240;76.8;24.9;26.3;17.5;9.5;5.5;3.8;8.6
200070167;CC Terres de Perche;14121;5.4;12.4;21530;66.1;35.2;29.2;15.6;8.7;4.9;3.3;6.8
200070183;CC des Terres du Val de Loire;49674;4;9.7;24390;75.3;28.2;20.6;17.1;12.9;8.2;7;8.3
200070233;CA Terres de Montaigu;50102;3.9;7.4;23320;80.2;21.4;17.9;19.5;13.3;7.7;5.6;8.6
200070282;CC Lavalette Tude Dronne;17545;6;15.1;20590;57.1;40.8;26.5;17.9;8.1;6.9;4.9;8.8
200070290;CC Coeur du Pays Haut;23226;4;9.4;22600;43.7;23;23.4;18.2;9;5.8;3.5;37.7
200070308;CA Mâconnais Beaujolais Agglomération;78980;5.5;10.7;22880;70.2;31.5;22.8;17.4;11.2;8.7;8.3;8.7
200070316;CC Entre Arroux, Loire et Somme;21705;4.9;16.5;21440;59;41.1;28.2;15;8;4.2;2.9;7.5
200070324;CC du Territoire de Lunéville à Baccarat;40556;7.1;10.9;21450;67.2;33.1;24.8;17.6;10.1;6.5;4;6.1
200070332;CC des Savoir-Faire;15082;5;15.7;21110;58.2;41.7;29.1;16.1;7.6;4.2;2.5;7.5
200070340;CC Haute Maurienne Vanoise;8484;3;11.9;22970;67.1;34.2;18.3;20;12;8.7;6.1;10.3
200070365;CC Corbières Salanque Méditerranée;24429;8;9.9;20210;65;32.1;24;18.6;10;7.5;4.9;8.2
200070373;CC Loir-Lucé-Bercé;23323;5.4;15.6;21180;60;39.5;28.3;15.9;7.9;5.3;3.5;7.7
200070407;CA Agglo Pays d'Issoire;56594;5;10.5;22190;68.2;32.3;19.9;18.8;11.2;7.9;5.9;8.4
200070431;CC Saint-Marcellin Vercors Isère Communauté;44797;4.5;10.3;23110;70.9;30.1;21.7;17.7;11.8;8.3;7.3;9
200070449;CC Inter-Caux-Vexin;55769;3.2;7.9;25810;77.5;26.8;19.5;17.3;13.3;9.3;8.2;8.9
200070464;CC Cœur de Maurienne Arvan;14362;3.9;12.5;23030;66.5;34.8;20.1;18.7;11.3;7.4;6;10.3
200070506;CC Pays de Nexon Monts de Chalus;13032;4.5;13.6;21830;66.5;35.4;23.8;18.3;10.7;7.5;5.2;6.7
200070514;CA du Grand Cognac;68951;4.6;11.7;23410;69.8;31.6;23.5;18;10;7;6.1;10.1
200070530;CC du Grand Autunois Morvan;35222;5.4;14.2;21320;61.4;38.6;23.5;17;8.6;6.4;5.8;8.2
200070548;CC Brionnais Sud Bourgogne;14974;4.6;15.5;21580;59.6;39.6;28;16.2;8.6;4.8;3.5;8.9
200070555;CC de la Veyle;23185;4;8.5;23940;73.6;27.8;21.4;18.1;12.8;7.6;4.3;9.3
200070563;CC Terres Touloises;44575;5.6;8.1;23270;73.9;28.7;21.7;18.8;11.6;8.2;5.9;6.7
200070571;CC Cœur de Berry;6876;4.2;9.1;23640;71.8;30.7;20.1;17.4;12.1;7;5;7.5
200070589;CC de Seille et Grand Couronné;18894;3.1;6.7;25730;78.2;26.9;15.1;19.4;14.3;9.7;7.9;8.1
200070647;CA Bergeracoise;60766;6.5;13.6;21320;58.9;40.5;22.4;18;10.4;8.1;5.9;8
200070662;CC Bretagne porte de Loire Communauté;32530;5.4;7.4;22760;80.6;21.3;18.7;19.1;12.7;8.2;6.7;6
200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel;23791;5.2;11.8;21900;63.4;32.9;25.3;17.4;9.5;6.3;3.9;12.4
200070688;CC Couesnon Marches de Bretagne;21978;5.4;11.5;21850;70.9;28.8;25.8;17.5;9.2;5.9;4.1;7.1
200070712;CC Thiers Dore et Montagne;36707;6.3;11.8;20700;64;35.2;27;16.4;9.1;5.9;4.6;7.2
200070720;CC Médoc Atlantique;27524;3.9;13.6;22870;57;43.9;19.7;18.5;10.3;8;5.7;10.6
200070738;CC Mad et Moselle;19143;3.3;9.1;24670;74.6;27.3;18.4;18;12.3;9.3;7;9.9
200070746;CA Sarreguemines Confluences;63550;5.3;9.7;22620;72.1;30;23.5;17.5;9.6;7.8;5.6;7.5
200070753;CA Riom Limagne et Volcans;67978;3.9;8.4;25140;75.1;29;16.7;17.9;13.4;10.1;9.9;8.1
200070761;CC Ambert Livradois Forez;27571;5.1;14.2;21210;58.9;39.3;25.7;17;9;6.7;4.8;9.8
200070779;CC Brie des Rivières et Châteaux;40141;2.9;5.6;27380;85.7;22.1;16.9;19.7;13.5;9.9;7.5;7.3
200070787;CC du Plateau de Lannemezan;17665;5.5;15;21730;59.3;41.9;22.8;17.8;10.7;8.1;5;6
200070795;CC du Pays de Trie et du Magnoac;6798;5.8;17.3;20590;53.5;44.9;23.2;18.1;10.2;7.3;4.8;8
200070803;CC des Coteaux du Val d'Arros;11065;3.8;10.2;23120;68.5;34.9;15.4;19.7;13;9.6;6;6.6
200070811;CC Pyrénées Vallées des Gaves;15226;4.2;14.5;21890;60.1;40.4;18.3;19;11.7;8.5;6.7;9.1
200070829;CC Neste Barousse;7292;5;17.2;21590;57.3;44.2;21.2;18.4;10.2;8.4;5.8;6.5
200070845;CC Orne Lorraine Confluences;52938;5.6;10.7;21930;62.9;29;23.4;17.6;9.3;6.3;3.8;14.7
200070852;CC Usses et Rhône;21160;1.9;6.5;29690;87.3;18.6;16.4;19.6;12.8;9.6;7.3;6.5
200070894;CC de Gevrey-Chambertin et de Nuits-Saint-Georges;29706;2.9;9.1;25960;77.7;25.7;18.4;18.7;13.1;9.3;8.2;12.6
200070902;CC Auxonne Pontailler Val de Saône;23390;4.9;8.9;22760;72.9;29.9;25.1;17.8;10.2;5;4;5.6
200070910;CC Tille et Venelle;4931;3.8;10.1;23740;68;32.6;23.8;17.3;10.2;5.7;4.2;10
200070928;CC Terre de Picardie;18039;6.8;7.2;20860;73.4;25.8;30.2;15.8;9.2;5.1;3.6;7.6
200070936;CC Ponthieu-Marquenterre;32784;5.1;11.3;21430;65.3;34.3;29;16.5;9.4;5.9;3.7;9.7
200070944;CC du Vimeu;22388;6;10.2;20940;66.7;33.2;33.1;15.7;8.2;4.6;2.5;7.2
200070951;CC du Territoire Nord Picardie;30892;5.8;8.7;22190;70.3;30.5;23.9;17.7;10.8;7.2;5;7.6
200070969;CC Avre Luce Noye;21689;4.7;7.5;23400;77.7;24.9;22.2;17.4;12.2;9.2;6.2;8
200070977;CC du Grand Roye;25231;7.3;9.2;21040;70.5;28.3;31;16;9.1;4.8;3.3;7.6
200070985;CC de l'Est de la Somme;19829;7.2;10.5;20540;66.9;32.7;31.5;16.3;7.5;4.7;3;6.4
200070993;CA de la Baie de Somme;48169;7.5;11.5;20770;62.7;35.7;30.3;15.8;9.1;6;4.9;8
200071017;CC des Terres d'Auxois;15632;4.9;12.6;22470;65.4;35.4;24;15.9;10;7.4;6.3;8.7
200071025;CC Haute-Provence-Pays de Banon;9929;4.6;11.5;21710;58.1;38.6;16.7;18.9;11.6;10.1;9.1;13.5
200071033;CC Jabron-Lure-Vançon-Durance;5328;4.7;11.2;22480;65.7;35.5;16.4;20.8;12.5;9.1;8.1;8.4
200071041;CC du Chaourçois et du Val d'Armance;10302;5.2;12.4;21630;64.3;36.2;27.5;16.2;8.2;5.6;3.9;7.7
200071058;CC Les Avant-Monts;27723;5.7;11.2;21630;64.4;33.9;19.9;19.7;10.9;8.5;5.9;9.8
200071066;CA de Saint-Dié-des-Vosges;73353;6.4;11.1;20880;64.2;35.6;28;16.2;9.4;6.4;4.3;7.1
200071074;CC Les Portes de l'Ile de France;22945;4.5;7.4;24910;79.6;26.2;20;18.9;11.7;8.1;6.8;6.1
200071082;CA Montluçon Communauté;59471;7.7;14.2;21200;60.1;38.2;22.7;16.7;10;6.8;5;7.8
200071116;CA ECLA  (Espace Communautaire Lons Agglomération);34122;5.7;13.1;22570;65.4;36.2;17.7;18.6;11;9.4;7.7;7.9
200071140;CA Moulins Communauté;64257;6.4;12.4;22190;63.6;35.5;23.7;17.6;10.8;7.5;5.4;8.5
200071165;CA Les Sables d'Olonne Agglomération;57953;3.1;17.4;24250;54.3;46.3;22.1;17.4;10.2;8.2;6.7;13
200071173;CC du Pays Arnay Liernais;7014;4.4;15.8;21460;60.5;39.1;27.4;15;8.7;5.1;4.3;9.1
200071181;CC Somme Sud-Ouest;38230;5.3;9.6;22480;72.1;28.9;27.9;16;10.4;6.4;4.8;8.1
200071199;CC Plaine Limagne;21391;4.5;10.2;23020;74.6;27.5;22.1;18.1;10.7;7.6;5.2;7.2
200071207;CC de Pouilly-en-Auxois/Bligny-sur-Ouche;8688;4.2;11.7;23190;68;32.6;21.6;17.1;11.5;7.6;6.4;9.5
200071215;CC Chavanon Combrailles et Volcans;12642;4.4;13.7;20870;62.2;37.2;24.2;19;9.7;5.3;3.3;8.4
200071223;CC Nièvre et Somme;27736;5.8;8.1;21940;72.3;29.5;28.1;16.3;9.9;5.7;3.9;5.9
