Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par intercommunalité; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale 2021;Part des prestations sociales dans le rev. disp. 2021;Part des pers. âgées de 75 ans ou + 2020;Médiane du niveau de vie 2021;Part des revenus d'activité dans le rev. disp. 2021;Part des pensions, retraites et rentes dans le rev. disp. 2021;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2020;Part des pers., dont le diplôme le plus élevé est le bac, dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+2 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+3  ou BAC+4 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2020;Part des revenus du patrimoine et autres dans le rev. disp. 2021
246000566;CC du Plateau Picard;29897;5.7;7.2;22710;76.9;25.6;26.7;17.2;10.1;5.8;3.7;5.7
246000582;CC des Sablons;38497;5.3;5.6;23540;81.4;23.3;22.9;19.6;11.7;7.2;4.8;4.7
246000707;CC du Vexin-Thelle;20549;3.2;7.6;25450;70.3;23;20;19.5;12.2;7.7;6.9;20.5
246000749;CC des Lisières de l'Oise;16017;4;8.7;23960;76;29;23.2;17.2;11.3;8.6;7.2;7
246000756;CC du Pays Noyonnais;32160;8;8.6;20880;68.6;30.5;29.7;16.3;8.8;5.9;3.8;6.2
246000764;CC de l'Aire Cantilienne;44701;2.1;10.9;30680;82.5;26.6;14.3;16.9;13;12.9;19.4;12.5
246000772;CC des Deux Vallées;22589;5.1;8.5;23240;72.7;31;25.3;16.7;10.5;6.4;4.3;5.6
246000848;CC de la Picardie Verte;32253;5.9;8.8;21780;71.9;28.7;27.2;16.2;9;4.8;3.8;6.9
246000855;CC du Pays des Sources;22110;4.2;7.1;24110;77.5;27.1;20.6;18.7;12.3;7.3;5.8;7.1
246000871;CC du Pays de Valois;55248;4;6.6;25250;83.1;22.7;21.5;19.9;12.2;7.7;6;6.3
246000897;CC de la Plaine d'Estrées;18202;3.6;6.5;25410;80.4;25.3;22.1;17.4;13.5;7.7;6;6.7
246000913;CC du Pays de Bray;18136;5;6.7;22920;73.7;28.8;23.6;17.8;10.1;6.1;4.2;6.7
246000921;CC des Pays d'Oise et d'Halatte;34167;4.8;7.3;24540;78.9;26.9;20.3;18.6;13.1;8.7;7.3;5.5
246100390;CC du Val d'Orne;5637;4.7;10.7;21350;68.6;31.5;23.7;18.9;10.4;6.4;5.1;8.2
246100663;CU d'Alençon;55435;6.3;11.6;21940;61.7;34.8;25.8;16.2;9.8;8;6.2;11.4
246200299;CA d'Hénin-Carvin;126840;10.2;7.8;19420;71.1;27.2;28.5;18.1;10;5.9;3.6;3.5
246200364;CA de Lens - Liévin;242587;10.6;8.1;19010;69.2;28.4;28.2;18.1;9;5.6;3.5;4
246200380;CC de la Terre des Deux Caps;22332;5.5;7.8;21790;74.3;26.7;24.3;18.6;11.2;7.8;5.5;8.2
246200729;CA du Boulonnais;112264;8.3;9.1;20230;66;31.9;28.1;17.1;9.2;6.9;5.9;8.5
246200844;CC de la Région d'Audruicq;28077;5.3;5.9;22600;77.7;25.3;21.3;20.1;13.6;7.3;4;6.1
246201016;CC du Pays de Lumbres;24187;5.9;6.8;21770;76;25.2;22.8;18.7;12;7;3.8;6.1
246300701;Clermont Auvergne Métropole;295787;5.8;9.7;23020;71.5;30.7;17.3;17.4;11.6;11.2;14;8.9
246300966;CC du Massif du Sancy;9598;3.9;12.2;21560;64;34.4;23;19.3;9.3;7.1;5.2;12.2
246301097;CC Entre Dore et Allier;19538;4.3;10.3;23470;75.9;26.7;21.7;17.9;11.6;8;5.6;7.4
246400337;CC de la Vallée d'Ossau;9695;4.5;13.7;21740;61;39.2;17.9;18.1;11;7.8;6.4;8.6
246401756;CC Pays de Nay;28841;4.5;10.5;23630;70.9;30.7;15.9;17.4;13.4;9.2;8.5;8.7
246500482;CC de la Haute-Bigorre;16474;5.3;16.1;21600;58.7;42.3;19.4;17.5;10.9;9.3;7.2;7.2
246500573;CC Aure Louron;6928;3.8;12;21080;61.6;38.3;13.6;21;13;10.5;7.8;10.4
246600282;CC Sud-Roussillon;24582;5.1;14.7;22350;55.8;44.1;22.6;18.7;10.1;8.2;6.3;10.2
246600373;CC du Vallespir;20370;6;15.4;21320;53.6;44.6;20.3;19.2;9.5;9.6;7.2;10
246600399;CC Pyrénées Cerdagne;8714;5.5;9.6;21400;72.1;28.5;17.6;20.7;11.1;11.7;8.3;8.6
246600415;CC Roussillon-Conflent;18830;7.7;11.6;20440;67;30.4;25.7;17.4;9.7;8;5.3;8.1
246600423;CC Agly Fenouillèdes;6313;8.5;16.2;18060;51.1;44.4;25.9;18.6;8.7;7.6;4.6;7.3
246600449;CC des Aspres;22700;6;9.7;21800;67.5;32.5;18.5;19.2;11.2;9.8;6.4;8.1
246600464;CC Pyrénées catalanes;5889;4.4;7.3;21580;67.2;32.6;11.2;23.2;12.2;12.4;8.7;12
246600548;CC du Haut Vallespir;9819;8.3;19.1;18830;45;49.8;26.8;16.7;7.7;6.8;5.7;9.2
246700306;CC de la Vallée de la Bruche;20515;3.9;10.8;23280;70.4;33.1;23.9;16;9.8;5.7;4.2;6.5
246700488;Eurométropole de Strasbourg;514651;6.7;7.9;22200;76.1;25.7;18.4;15.7;11.4;11.8;17.4;9.3
246700744;CC des Portes de Rosheim;18245;2;9.3;27670;78.1;27.8;13.5;17.8;15.2;10.1;10.6;10.2
246700777;CC de la Vallée de Villé;10718;2.9;10.6;24780;72.9;31.5;19;16.3;13.4;8.6;6.7;7.8
246700843;CC de la Basse-Zorn;17701;2.1;8.5;27080;78.3;27.8;15.9;16.8;12.8;8.5;7.1;8.8
246700926;CC du Pays de Wissembourg;15740;3.1;10;24820;76.9;29.1;22.7;17;9.9;7.2;6.9;7.5
246700959;CC du Pays de la Zorn;16175;2.6;9;26320;77.7;26.5;16.6;18.4;13.7;8.7;6.8;9.2
246700967;CC de Sélestat;37052;4.1;8.8;24270;75.9;26.7;21.1;15.6;12.7;9.6;9.5;9.8
246701064;CC de la Région de Molsheim-Mutzig;40875;3.4;8.7;25660;77.2;28.2;17.5;18.2;13.1;8.5;8;7.8
246701080;CC du Pays de Sainte-Odile;19397;3;10.5;25400;75.9;28.3;18.6;17.3;12.2;9.3;9;10.3
246701098;CC du Pays de Niederbronn-les-Bains;23350;3.6;10.5;23860;71.9;33.1;22.9;15.9;10;5.5;3.9;6.1
246800205;CC de la Vallée de Saint-Amarin;12097;3.7;12.7;23160;65.7;38.3;25.2;15.4;9;5.7;3.3;6.4
246800395;CC du Val d'Argent;9289;6.2;10.9;21600;64.8;32.8;27.7;16.7;8;5.8;3.7;9.6
246800445;CC du Centre du Haut-Rhin;16300;3.3;7.9;25660;80.5;26;18.6;18.4;12.5;7.4;5;5.9
246800494;CC du Pays de Rouffach, Vignobles et Châteaux;12877;2.4;10.5;27080;74;27.4;15.1;17.6;15.4;11.1;9.7;14.3
246800551;CC de la Vallée de Kaysersberg;16063;2.8;11.9;25340;70.3;32.6;17.9;18.2;13.7;9.5;7;10.4
246800569;CC de la Région de Guebwiller;38176;4.2;10.2;24240;74.4;29.3;20;16.3;12.9;9.2;6.4;7.9
246800577;CC du Pays de Ribeauvillé;18163;2.8;11.3;25700;73.5;28.9;17.8;17.2;13.6;9.6;7.5;11.9
246800585;CC de la Vallée de Munster;16235;3.5;11.6;23610;67.9;35.4;20;17.5;11.6;7.5;5.6;7.9
246800676;CC de la Vallée de la Doller et du Soultzbach;15897;3.2;9.4;25040;77.3;29.1;18;17.5;12.3;7.7;5.4;5.8
246800726;CA Colmar Agglomération;113687;4.9;10.1;23580;74.3;29.4;20.1;16.9;12.1;9.8;10;8.3
246900575;CC de l'Est Lyonnais (CCEL);42276;2.5;7.9;28830;82.3;23.1;15.5;17.4;15.1;9.6;11.8;11.2
246900625;CC du Pays de l'Arbresle (CCPA);38637;3;8.1;27100;80.4;23.8;15.8;17.6;14.7;10.9;12.7;11
246900724;CC des Vallons du Lyonnais (CCVL);31518;2.8;8.5;27820;80.2;22.7;13.8;18.1;16.3;11.2;13.1;12.9
246900740;CC du Pays Mornantais (COPAMO);29625;2.6;7.2;27550;80.6;23.9;13.7;18;16.5;11.5;12.3;11
246900757;CC de la Vallée du Garon (CCVG);32364;2.7;9;29020;78.3;25.5;14.5;16.3;14.5;12;17;14.2
246900765;CC du Pays de l'Ozon;27240;3;8.1;28050;80.5;24.5;16.1;17.2;14.8;10.7;12.5;10.4
247000011;CA de Vesoul;32207;7;10;21900;65;36;24.1;16.7;10.4;8.2;6.5;6.7
247000367;CC des Combes;7542;4.9;9.8;22210;69.8;32.9;21.8;16.7;10.5;7.3;4.5;5.4
247000623;CC des Quatre Rivières;9452;4.8;14;21600;62.7;37.6;28.6;15.8;8.8;5.3;3;7.9
247000664;CC du Pays de Lure;19131;6.1;9.5;21630;67.7;32.1;26;17.2;10.8;6.6;4.8;7.6
247000698;CC des Monts de Gy;6129;4.6;8.4;22610;73.3;27.6;21.8;17.7;11.9;7.2;4.3;7.6
247000706;CC du Pays Riolais;13215;4;6.7;24030;79.1;24.4;15.3;18.9;14.6;10.7;7.5;6.9
247000714;CC du Pays de Villersexel;7763;4.9;11.7;21460;67.5;33.7;25.9;17.2;9.7;4.7;3.1;6.6
247000722;CC du Pays d'Héricourt;20931;5.2;9.4;22770;72.7;31.3;22.6;16.7;12.9;7.5;5.9;4.9
247000755;CC du Pays de Luxeuil;14869;7.1;11.4;20360;62.2;37;25.1;16.8;10;7;4.9;6.7
247000821;CC Rahin et Chérimont;11703;4.9;9.1;22120;72.5;31;24.1;16.8;11.2;6.1;5.7;5.2
247000854;CC des 1000 étangs;8566;4.5;12.2;21030;63.4;37.9;31.2;15.2;8.4;5.4;3.5;7.7
247100290;CU Le Creusot Montceau-les-Mines;90674;6.4;13.6;21400;62.6;38.5;26.6;15.7;8.9;5.7;4.3;5.7
247100589;CA Le Grand Chalon;113953;5.8;10.9;22600;69.6;32.2;21.7;17.4;11.2;8.3;7.2;7.8
247100639;CC de Marcigny;6019;4.6;15.7;21550;61.6;37.5;26.4;17.5;8.8;6.1;4.7;9.5
247100647;CC Bresse Nord Intercom';6514;4.6;15.1;21220;59.1;41.5;29.3;16.7;7.1;4.4;2.5;7.3
247103765;CC Entre Saône et Grosne;11071;4.2;10.9;23290;69.5;33.7;19.9;18.9;11.5;7.7;6.8;7.3
247103864;CC de Semur-en-Brionnais;5207;3.6;12.5;22430;62.4;34.3;21.2;18.3;11.1;9;5.9;13.5
247104094;CC Sud Côte Chalonnaise;11527;3.6;11;24250;70.2;31.6;17.2;18.1;12.6;9.9;9.1;10.5
247200090;CC du Pays Sabolien;28355;5.8;10.5;21370;69;30.2;29.7;15.8;8.3;5.4;3.9;8.3
247200132;CU Le Mans Métropole;209413;7.2;10.9;21950;67.9;32.8;21.8;16.1;10.8;9.8;9.5;7.3
247200348;CC du Pays Fléchois;26932;5.5;10.1;21970;68.9;32.4;26.2;17.1;8.8;7.2;4.1;6.5
247200421;CC du Sud Est Manceau;17812;3.6;9;24180;76.1;29;18.2;18.6;12.9;8.5;6.3;7.4
247200447;CC Orée de Bercé - Belinois;19462;4;7.8;23150;73.9;29.7;20.7;17.9;11.8;6.7;4.5;6.3
247200629;CC du Val de Sarthe;30417;3.8;8.1;23660;75.6;29.5;21.3;17.3;11.5;6.8;4.7;5.1
247200686;CC du Pays de l'Huisne Sarthoise;28401;4.8;11.3;22350;68.9;32.8;29.1;14.8;8.8;5.3;3.8;7.4
247300015;CC des Vallées d'Aigueblanche;7131;3.3;10;23350;69.9;28.5;15.2;20.9;12.1;7.7;4.8;13.7
247300254;CC de Haute-Tarentaise;15532;2.7;6.8;23150;76;22.4;15.1;21.1;13.9;10.7;7.8;16.1
247300262;CC de Yenne;7376;3.6;9.6;24560;75;28.2;17.4;18.5;13.1;8.4;6.1;8.4
247300361;CC du Canton de La Chambre;7411;3.1;10.6;24070;71.3;31.7;20.7;18.4;11.9;6.3;4.4;8.7
247300452;CC Maurienne Galibier;5429;3.1;12.5;22900;67.1;35.4;19.3;19.5;12.2;7.4;4.7;9
247300528;CC Val Guiers;12362;4.6;10.1;23320;72.5;29.1;19.4;18.2;12;8.5;5.9;8.1
247300668;CC du Lac d'Aiguebelette (CCLA);6230;2.9;7.8;26740;79.1;26.3;12.6;18.4;14.9;12.8;12.2;8
247300676;CC Porte de Maurienne;7003;3.9;9.3;23170;74.6;29.2;22.2;17.9;10;6.5;5;5.7
247300817;CC Les Versants d'Aime;9677;2.8;8.3;23530;75.6;25.6;14.9;21.1;13.5;10.4;6.8;12.2
247400047;CC de la Vallée Verte;8282;2;5.4;30590;88;18.5;13.4;20.4;14.3;11.6;8.3;6.7
247400112;CC du Pays de Cruseilles;16728;1.3;4.8;37740;94;13.1;10.5;19.1;14.8;13.6;15.4;6.9
247400567;CC Fier et Usses;15945;2.2;5.5;29490;87.9;18.3;13.2;18.5;15.9;12.4;10;7.8
247400583;CC Arve et Salève;20352;1.4;6.1;34570;87.2;19;14.3;18.3;13.3;11.4;10.2;7.4
247400617;CC des Vallées de Thônes;18655;2.2;8;26240;78.1;22.4;14.7;18.4;14.5;11.4;10.3;15.4
247400666;CC des Quatre Rivières;19857;1.4;6.4;31760;87.5;19.3;14;18.9;13.6;11.2;10.2;7.1
247400682;CC du Haut-Chablais;12871;1.9;7.9;24980;77.8;23;15.3;20;12.7;11.1;6.7;15.2
247400690;CC du Genevois;48708;1.3;5.3;40320;92.5;15.1;14.1;18.1;11.7;12.1;16.6;5.6
247400724;CC du Pays Rochois;29112;2.1;6;30840;88.8;16;14.9;18;14.7;12.8;11;8.6
247400740;CC Rumilly Terre de Savoie;32739;3.3;6.8;25720;81.3;22.5;18.1;19.6;13.5;9.4;5.9;8.1
247400773;CC des Sources du Lac d'Annecy;15278;3.4;10.3;25090;71.7;31.7;18.2;18.2;12.9;8.7;6.6;9
247600505;CC Campagne-de-Caux;15027;3.9;6.6;24500;79.4;24.3;20.3;19.2;12.3;7.1;4.5;7.3
247600588;CC des Villes Sœurs;35817;5.9;12.1;21190;60.7;39.5;32.4;15.1;7.8;4.3;3.3;7.4
247600604;CC de Londinières;5192;6.2;11.2;20610;68.3;30.7;28.7;17;9;4.2;3.9;7.3
247600620;CC Yvetot Normandie;26156;5.3;9.9;23230;70.9;30.1;25.7;15.8;11.5;7.1;5.7;8.5
247600646;CC Caux - Austreberthe;25059;6;8.5;22480;73.3;29.6;26.8;17.9;10.8;6.5;4.5;4.8
247600729;CC Falaises du Talou;23613;5;8.1;22420;72.2;30.2;24.8;18.1;10.5;5.1;3.2;6.3
247600786;CA de la Région Dieppoise;45996;8.1;12.9;20960;59.8;38.7;28.6;15.1;8.1;7.2;5.9;7.8
247700032;CC Moret Seine et Loing;39135;3.6;9;25900;76.8;29.1;18.5;18.3;13.1;10.3;10.1;8.1
247700057;CA Melun Val de Seine;136524;7.1;6.9;22500;79.3;24.2;21;19.1;12.2;9.8;9.9;6
247700065;CC du Pays de l'Ourcq;17327;5.3;5.6;23690;80.9;21.6;21.9;18.3;10.2;6.8;4.6;6.9
247700107;CC Pays de Montereau;45312;9.1;8.6;20550;71.2;28;30;17.9;8.8;5.9;4;5.3
247700339;CA Val d'Europe Agglomération;53113;3.6;4.1;27870;94.3;14.8;12.6;21.5;16.2;13.5;13;6.8
247700594;CA Marne et Gondoire;108417;3.9;4.9;26750;90.1;17.7;14.1;19.4;15.6;13.3;15.5;7.8
247700644;CC l'Orée de la Brie;28809;3.9;6.4;26400;85;22.9;17.5;19.5;13.5;10.7;8.4;6.9
247700701;CC Brie Nangissienne;28210;5.6;6;23650;80.9;23.1;22.3;19.6;11.1;6.9;4.7;5.3
247800550;CC du Pays Houdanais (CCPH);29988;2.4;7.4;28650;83;25;14.9;19.2;14.8;11.1;11.9;9.3
247800584;CA Versailles Grand Parc (CAVGP);267857;2.2;9.4;31730;87.5;23.5;10.5;15;12.3;14.5;31.9;11.9
247800618;CC Cœur d'Yvelines;50977;1.9;8.1;32040;86.5;23.4;12.1;17.3;15.7;13.2;18.6;11.5
247900798;CC du Thouarsais;35499;6;12.5;21160;63.7;34.5;26.8;16.8;8.8;5.4;3.6;8.9
248000499;CC du Val de Somme;26624;4.5;8.7;23570;77.2;26.6;25.1;16.4;12;7.9;5.6;6.4
248000531;CA Amiens Métropole;181658;8;7.6;21510;73.4;27.4;22.4;16.5;10.9;11.3;12.5;8
248000747;CC du Pays du Coquelicot;28141;6.1;9.7;21440;68.6;31.7;24.8;17.2;11.1;5.9;3.9;7.3
248100158;CC du Sor et de l'Agout;23123;5;10.8;22350;69.9;30.4;19.8;19.5;12.8;8.6;6;8.7
248100430;CA de Castres Mazamet;78831;7.3;14.1;20820;62.2;36.5;25.2;17.4;10.3;8.3;5.9;7.8
248100497;CC Val 81;5554;5.6;16.1;20830;64;32.1;27.5;17.8;11.1;6.5;4.4;11.2
248100737;CA de l'Albigeois (C2A);83240;6.2;13;22560;63.2;36.5;19.2;18.8;12.1;11.2;9;9.3
248100745;CC Thoré Montagne Noire;5067;5.6;16.1;20550;56.3;42.3;30;17.2;8.5;6.4;2.8;7.7
248200016;CC des Deux Rives;18899;6.2;12;21110;65.4;33.7;27.5;17.9;9.6;5.5;4.3;7.9
248200057;CC du Quercy Caussadais;20333;6.8;13.1;20770;62;36;26.1;17.4;10;6.4;4.2;8
248200065;CC de la Lomagne Tarn-et-Garonnaise;10066;5.6;14.7;21150;63.5;34.5;30;16.5;9.4;6.1;4.2;9.5
248200099;CA Grand Montauban;79304;6.9;9.6;22040;70;30;21.5;18.6;12;10.7;7.9;8.7
248200107;CC du Quercy Rouergue et des Gorges de l'Aveyron;7775;6.5;16.6;19170;50.2;45;20.8;20;8.9;9.8;8;10.9
248300394;CA Sud Sainte Baume;64093;3;16.4;25960;61.8;38;15.9;19;12.4;10.3;12.6;17.1
248300410;CC de la Vallée du Gapeau;32578;4.1;9.9;24640;70.6;31.4;16.1;20.2;13;10.1;7.6;10.4
248300493;CA Dracénie Provence Verdon Agglomération;110632;5.8;11;22100;64.5;35.4;19.5;19.7;10.7;8.7;6.9;9.8
248300543;Métropole Toulon-Provence-Méditerranée;447804;6.4;13.2;22630;65.2;35.2;19.9;19.8;11.5;9.6;9.2;9.6
248300550;CC Cœur du Var;44966;5.6;9.6;22090;68.3;32.2;20.6;20.1;11;7.6;5.1;8.4
248400053;CA Ventoux-Comtat-Venaissin (COVE);71956;6.3;11.3;21330;66.5;31;24.4;18;11;8.9;7.5;11.4
248400160;CC Aygues-Ouvèze en Provence (CCAOP);20045;4.4;9.1;23390;72.3;28.3;17.7;19.7;13.7;8.7;7.3;10.7
248400236;CC Pays d'Orange en Provence;44941;7;11;21220;69.4;28.4;24.3;18.6;10.8;8.3;6.5;10.2
248400251;CA du Grand Avignon (COGA);194858;7.8;10.1;21020;69.4;29.2;21.5;18.1;11.3;10.3;10.7;9.3
248400285;CC Territoriale Sud-Luberon;25489;3.9;10.1;24060;71.4;29.4;17.4;17.8;12.4;10.8;11.5;11.9
248400293;CA des Sorgues du Comtat;51094;6;9.1;21920;72;26.7;24.3;17.9;11.3;8.1;5.8;10.5
248400319;CC du Pays des Sorgues et des Monts de Vaucluse;33735;4.7;11.6;23400;69;32.4;19.5;18.2;11.9;11.2;9.2;10.6
248400335;CC Vaison Ventoux;16704;4.4;14;22180;58.9;38.1;22;18.9;11.6;9.1;7.4;14.8
248500191;CC de l'Île de Noirmoutier;9219;2.8;17.7;23540;49.2;49.8;24.4;17.8;8.4;6.4;5.2;14.8
248500258;CC Océan Marais de Monts;19755;3.3;16.1;22910;53.6;45.9;24.5;16.4;9.3;5.7;4;11.8
248500340;CC Pays de Chantonnay;23054;5;8.4;22030;73.9;26.9;23.4;18.3;10.8;6.2;3.5;6.6
248500415;CC du Pays de la Châtaigneraie;15588;5.3;12.5;21070;66.1;33.1;27.3;17;9.3;4.1;2.4;7.4
248500464;CC du Pays de Pouzauges;23171;4.7;9.7;21840;73;28.1;24.5;18.6;10.4;5.4;3.2;6.5
248500530;CC du Pays des Achards;19819;4.5;7.8;22730;76.3;25.9;17.4;20.3;13;7.2;4;6.4
248500563;CC Vendée, Sèvre, Autise;16178;4.5;11.8;22090;68.4;33.4;22.8;17.7;10.7;7;3.8;7
248500589;CA La Roche-sur-Yon Agglomération;98273;5.4;8.6;23100;72.4;28.9;17.8;18.7;12.6;10.4;7.8;8.1
248500621;CC du Pays des Herbiers;30543;4.5;8.1;22680;76.7;24.3;21.8;18.7;13;7.1;4.9;8
248500662;CC du Pays de Mortagne;28072;3.8;9.1;23020;75.7;25.8;22.5;18.9;12.5;7.5;4.2;8
248600413;CA Grand Châtellerault;83179;6.2;12.2;21540;64.7;35.8;25.3;16.8;10;6.3;4.9;6.9
248600447;CC du Pays Loudunais;24290;5.5;13.2;20390;64;34.5;28.8;15.8;7.8;4.7;3.1;9.1
248700189;CC du Pays de Saint-Yrieix;12104;4.4;16.4;21430;57.2;43.4;25.7;17.8;9.1;7.1;4.9;8.4
248719262;CC Gartempe - Saint-Pardoux;5093;5.5;14.6;20610;60.1;39.4;23.8;18.9;8.7;7.1;3.9;7
248719288;CC du Val de Vienne;16282;3.8;9.3;23990;72;33;18.1;18.4;13.6;10;6.8;6
248719312;CU Limoges Métropole;206616;6.8;10.8;22500;67.9;33.9;19.3;17.6;11.7;11;10;7.1
248719338;CC Briance-Combade;5340;5.4;16.8;21050;59.4;40.1;28.3;17.7;9;5.8;4.1;7.1
248719353;CC des Portes de Vassivière;5701;5.3;16.7;19880;50;47.4;25.9;17.6;7.6;7.9;5.8;9.3
248719361;CC de Noblat;11729;4.6;13.1;22350;66.5;35;23;18.1;10.3;8.6;5.8;7.3
248900334;CA du Grand Sénonais;59487;7.2;11;21260;66.4;33.4;27.6;15.6;9.1;6.9;6.3;7.8
248900383;CC de l'Agglomération Migennoise;14618;8.6;10.6;20120;62.7;35.3;30.7;15.8;7.2;4.1;2.4;5.2
248900524;CC de l'Aillantais en Bourgogne;10169;4;10.2;23320;69.7;32.8;19.1;18.2;12.2;8.3;6.3;7.8
248900664;CC de la Vanne et du Pays d'Othe;8470;4.9;11.8;21890;66.1;34.5;26.3;16.1;8.4;5.5;4;8.6
248900748;CC du Gâtinais en Bourgogne;17535;4.3;9.6;23140;72.2;31;21.7;18.5;10.2;6.1;4.3;7.4
248900896;CC Yonne Nord;24310;4.7;9.2;22940;73.2;30.7;24;17.5;9.8;5.9;4;5.8
248900938;CC du Jovinien;20621;7.1;11.5;21090;63.7;35.4;26.4;16.8;8.8;6.6;5.6;7.4
249000241;CC du Sud Territoire;23599;4.1;9.6;24410;80.5;26.7;26.1;16.6;10.1;5.8;4.1;4.4
249100074;CC du Pays de Limours (CCPL);27218;2.2;7.1;30960;86.5;24.2;13.4;16.4;16;12.7;18;8.6
249100157;CC des Deux Vallées;18572;2.7;9.8;27710;76.5;30.4;17.8;18.5;13.4;9.7;8.7;9.1
249100546;CC du Val d'Essonne (CCVE);61747;3.4;7.6;27350;84.8;23.7;15.5;19.6;14.7;10.6;10;6.5
249100553;CC Entre Juine et Renarde (CCEJR);27763;2.6;8.1;28600;82;26.4;16.5;19.1;14.2;10.1;9.8;7.5
249100595;CC Le Dourdannais en Hurepoix (CCDH);26946;3.7;9;26650;79.6;26.2;19;17.4;13.6;10.4;10.8;9.2
249500109;CA de Cergy-Pontoise;214428;6.4;3.9;23080;86.5;19.3;18.6;19.3;12.7;11.7;13.3;4.5
249500430;CC Sausseron Impressionnistes;19061;2.3;7.8;29580;83;26.3;13.5;18.5;14.8;12.5;13;9.5
249500455;CC de la Vallée de l'Oise et des Trois Forêts;39019;3;8;28190;82.3;26.4;15.8;18.8;14.5;11.9;12.1;9.2
249500489;CC du Haut Val d'Oise;39726;6.2;5;22730;83.7;20.9;23.6;19.3;11.2;8.4;5.8;4.2
249500513;CC du Vexin-Val de Seine;16622;3.7;7.6;25910;81.2;25.1;19.4;19.1;11.7;9.5;8.5;7.5
249710047;CC de Marie-Galante;10467;N/A - résultat non disponible;12.9;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;38.2;15;6.2;5.6;3.8;N/A - résultat non disponible
249710062;CA du Nord Basse-Terre;77877;N/A - résultat non disponible;7.7;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;31.6;17.4;10.3;8.1;6.4;N/A - résultat non disponible
249710070;CA Grand Sud Caraïbe;76226;N/A - résultat non disponible;10.7;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;35.5;17;7.7;6.4;4.9;N/A - résultat non disponible
249720053;CA de l'Espace Sud de la Martinique;115068;10.5;9.1;19950;69.7;24.7;29.5;18.3;9.4;7.7;5.9;8.9
249720061;CA du Centre de la Martinique;150038;10.6;9.8;20750;74.1;24.9;27.2;18.9;9.9;9.6;9.6;5
249730037;CC de l'Ouest Guyanais;97568;N/A - résultat non disponible;1;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;59.8;10.1;2.6;4.3;3.8;N/A - résultat non disponible
249730045;CA du Centre Littoral;151103;N/A - résultat non disponible;2.7;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;37.6;16.8;7.8;7.9;7.8;N/A - résultat non disponible
249730052;CC de l'Est Guyanais;8557;N/A - résultat non disponible;1.1;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;67.7;6.5;2.1;3;2.6;N/A - résultat non disponible
249740077;CA CIVIS (Communauté Intercommunale des Villes Solidaires);181289;16.2;5;16970;74.4;15.5;37.6;16.2;7.6;7.4;5.6;6.7
249740085;CA du Sud;132929;17.8;5.6;16110;67.7;19.1;40.1;16.2;7.1;6.3;3.3;6.7
249740093;CA Intercommunale de la Réunion Est (CIREST);127924;21.9;4.2;14970;70.3;14.1;41.3;16.9;6.6;5;3.1;4.6
249740101;CA Territoire de la Côte Ouest (TCO);215613;14;4.9;18090;78.8;14.5;35.4;16.3;8.5;7.9;7.1;6.7
249740119;CA Intercommunale du Nord de la Réunion (CINOR);213402;14.1;5.1;18360;77.7;16.1;33.2;17.7;8.7;8.3;8.4;6.8
